"","HL_HO2","LL_HO2","LL_LO2","HL_LO2","FC.HLHO.div.HL_LO2","FC.HLHO.div.LL_HO2","FC.HLHO.div.LL_LO2","FC.LLHO.div.HL_LO2","FC.LLHO.div.LL_LO2","FC.LLLO.div.HL_LO2","Locus.tag","Ortholog.group","Genome.count.calc","Reference..PMID.","Curated.Product.Descriptor","Gene","Gene.Aliases","Functional.role","regulon","cofactor","substrate","Regulator.family","Merops.family","CAZY","TC.family","E.C.","evolution","Genome.count.calc.1","Loc.Sys","Loc.Cleave","protein.localization","X7002","X6803"
"A2410",39.8355796334952,32.1816969254696,28.9525600308966,28.2810057183196,1.40856304865038,1.23783340964746,1.37589144417574,1.13792618430904,1.11153199893643,1.02374577195966,"7002_A2410","cyan2173",14,"","predicted Zn-dependent hydrolase","","","","","","","","","","","","core",2,"","","cyt","7002_A2410","sll0157"
"A2411",862.3864672008,1071.46120351858,1073.38935521954,1099.3100609863,0.784479736706013,0.804869522451027,0.803423718529814,0.974666967531679,0.998203679129493,0.976420932831724,"7002_A2411","cyan2060",6,"","protein of unknown function DUF3134","","","","","","","","","","","","",2,"","","cyt","7002_A2411","ssl0242"
"A2412",54.9085016569798,86.1333653005217,76.1345097108763,80.281564619746,0.683949072455851,0.637482367783989,0.721203851781497,1.07289096455074,1.13133145045021,0.948343621247141,"7002_A2412","cyan10947",1,"","membrane protein of unknown function DUF2079","","","","","","","","","","","","",1,"Sec","","IM 7 TM","7002_A2412",""
"A2413",47.3720406452375,62.4703528553234,33.2418281836221,50.1759778873413,0.944117935311607,0.758312359063307,1.42507326563276,1.24502511930283,1.8792694706876,0.662504839631806,"7002_A2413","cyan8232",7,"","glutathione transferase, ECM4-like family","","","Glutathione: Non-redox reactions","","","","","","","","2.5.1.18","",1,"","","cyt","7002_A2413",""
"A2414",75.3646101174233,87.0798857983296,55.7604859854306,55.6497209295967,1.35426753016009,0.865465192409209,1.3515773542059,1.56478566906914,1.56167731072291,1.00199039732785,"7002_A2414","cyan10948",2,"","protein with domain of unknown function DUF2325","","","","","","","","","","","","",1,"","","cyt","7002_A2414",""
"A2415",65.6748745308974,61.5238323575155,55.7604859854306,55.6497209295967,1.18014741913951,1.06747047468142,1.17780312295085,1.10555509227711,1.10335896953249,1.00199039732785,"7002_A2415","cyan0292",7,"18931125","protein associated with carbon-concentrating mechanism","","","CCM","","","","","","","","","",2,"Sec","","IM 1 TM","7002_A2415","slr1306"
"A2416",7.53646101174233,9.4652049780793,8.57853630545086,10.9474860845108,0.68841932783138,0.796227977016472,0.878525280233833,0.864600777293634,1.10335896953249,0.783607874833319,"7002_A2416","cyan0090",14,"","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase IspE","ispE","","Isoprenoid biosynthesis","","","","","","","","2.7.1.148","core",2,"","","cyt","7002_A2416","sll0711"
"A2417",116.27682703831,141.031554173382,132.967312734488,174.247486845131,0.667308488309251,0.824473840055407,0.874476776638286,0.809374968482209,1.06064829974414,0.763094579680614,"7002_A2417","cyan10949",1,"","hypothetical membrane protein","","","","","","","","","","","","",1,"Sec","","IM 11 TM","7002_A2417",""
"A2418",538.31864369588,313.298284774425,358.153890752573,377.688269915623,1.42529881538588,1.71823042083831,1.50303726301768,0.82951552835998,0.874758847701207,0.948279094906987,"7002_A2418","cyan2158",14,"","molecular chaperone DnaK2","dnaK2","","Chaperone","","","","","","","","","core",2,"","","cyt","7002_A2418","sll0170"
"A2419",31.2224813343611,40.700381405741,40.7480474508916,42.8776538310007,0.728176067128633,0.76712994463381,0.766232575241539,0.949221278901097,0.998830225050464,0.950332954585089,"7002_A2419","cyan2641",11,"","conserved hypothetical protein","","","","","","","","","","","","check",2,"Sec","","IM 1 TM","7002_A2419","sll0827"
"A2420",4.30654914956704,6.62564348465551,13.9401214963576,10.0351955774683,0.42914451605073,0.649982022054263,0.308931966675634,0.660240593569685,0.475293094567842,1.38912305084088,"7002_A2420","cyan10950",1,"","transposase, IS630 family","","","Genome evolution - IS element???","","","","","","","","","",1,"","","cyt","7002_A2420",""
"A2421",58.1384135191551,73.8285988290186,111.520971970861,99.43966526764,0.584660189298472,0.78747821902728,0.521322693765132,0.742446172061323,0.662015381719494,1.12149383921099,"7002_A2421","cyan3258",14,"","GTP-binding protein LepA","lepA","","Translation","","","","","","","","","core",2,"","","cyt","7002_A2421","slr0604"
"A2422",87.2076202787326,118.315062225991,24.6632918781712,107.650279831023,0.810101194494069,0.737079613009534,3.5359278359722,1.0990687846953,4.79721291101082,0.229105692218216,"7002_A2422","cyan1442",2,"","bifunctional catalase/peroxidase HPI, KatG","katG","","Oxidative stress","","","","","","","","1.11.1.7 1.11.1.6","",2,"","","cyt","7002_A2422","sll1987"
"A2423",16.1495593108764,20.8234509517745,22.5186578018085,27.3687152112771,0.590073709569754,0.7755467308602,0.717163494068435,0.760848684018398,0.924719898274848,0.822788268574985,"7002_A2423","cyan0970",3,"","universal stress protein, UspA","uspA","","","","","","","","","","","",2,"","","cyt","7002_A2423","slr1230"
"A2424",20.4561084604435,25.5560534408141,26.8079259545339,44.7022348450859,0.457608182931646,0.800440823455713,0.763061957688815,0.571695207843138,0.953302149676071,0.599699904209172,"7002_A2424","cyan0969",7,"","SulP family permease, Sul1","sul1","","Transport (SulP)","","","","","","","2.A.53","","",2,"Sec","","IM 11 TM","7002_A2424","slr1229"
"A2425",79.6711592669903,77.6146808202503,68.6282904436068,77.5446930986183,1.02742245901557,1.02649599824423,1.16090840602328,1.00090254689051,1.1309429437708,0.885015952752925,"7002_A2425","cyan2777a",14,"","polyphosphate kinase Ppk","ppk","","Phosphate homeostasis","","","","","","","","2.7.4.1","core",2,"","","cyt","7002_A2425","sll0290"
"A2426",24.7626576100105,24.6095329430062,21.4463407636271,28.2810057183196,0.875593246458345,1.00622216875708,1.15463322545018,0.870178846824561,1.14749332831379,0.758330201451599,"7002_A2426","cyan0817",6,"","TPR repeat-containing protein","","","","","","","","","","","","",2,"Sec","LepB","peri","7002_A2426","slr1196"
"A2427",32.2991186217528,30.2886559298538,33.2418281836221,24.6318436901494,1.31127491015501,1.06637675493278,0.971640862931429,1.22965443881761,0.911160955484895,1.34954689554627,"7002_A2427","cyan1064a",14,"21339611","ABC-type lipopolysaccharide export system permease component LptF","lptF","ycf84 yjgP yjgQ","Lipopolysaccharide synth - Transport","","","","","","","3.A.1","","core",2,"Sec","","IM 6 TM","7002_A2427","slr0882"
"A2428",105.510454164393,83.2938038070979,143.690483116302,108.562570338066,0.971886109879595,1.26672632707166,0.734289786464099,0.767242370438721,0.579675160112591,1.3235729650546,"7002_A2428","cyan1328",5,"21421383 23043001","aquaporin Z ApqZ","apqZ","","Osmotic stress","","","","","","","1.A.8.3","","",2,"Sec","","IM 6 TM","7002_A2428","slr2057"
"A2429",971.126833227368,618.077885068579,710.94619631424,343.933521155048,2.82358878531522,1.57120462758446,1.36596389186971,1.79708532914401,0.869373643565268,2.06710353188789,"7002_A2429","cyan4014",6,"","hypothetical protein","","","","","","","","","","","","",1,"","","cyt","7002_A2429",""
"A2430",76.441247404815,87.0798857983296,77.2068267490577,101.264246281725,0.754869069900046,0.877828980872198,0.990084045977812,0.859927259578534,1.12787805774432,0.762429283621607,"7002_A2430","cyan0562",14,"","serine hydroxymethyltransferase GlyA","glyA","","","","","","","","","","2.1.2.1","core",2,"","","cyt","7002_A2430","sll1931"
"A2431",32.2991186217528,33.1282174232776,35.3864622599848,31.9301677464899,1.01155493069101,0.974973033081394,0.912753537905281,1.03752093275236,0.936183368088173,1.10824542297855,"7002_A2431","cyan0400",12,"","UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase TagO","tagO","","","","","","","","","","2.7.8.-","core",2,"Sec","","IM 11 TM","7002_A2431","sll0648"
"A2432",18.3028338856599,20.8234509517745,20.3740237254458,28.2810057183196,0.647177616947472,0.87895296164156,0.898341639938356,0.736305178082321,1.02205883493536,0.720413691379019,"7002_A2432","cyan10951",1,"","5-formyltetrahydrofolate cyclo-ligase-like protein","","","Cofactor folate synth","","","","","","","","","",1,"","","cyt","7002_A2432",""
"A2433",52.7552270821963,49.2190658860124,70.7729245199695,62.0357544788947,0.850400346144646,1.07184535367602,0.745415389289313,0.793398360340041,0.695450502008357,1.14084087659557,"7002_A2433","cyan1922",7,"","galactosyl-1-phosphate transferase","","","","","","","","","","","","",2,"Sec","","IM 1 TM","7002_A2433","sll1535"
"A2434",10.7663728739176,10.4117254758872,12.8678044581763,10.9474860845108,0.983456182616257,1.0340623078136,0.836690743079841,0.951060855022998,0.809129910990492,1.17541181224998,"7002_A2434","cyan1923",10,"","glycosyltransferase","","","","","","","","","","","","core",2,"","","cyt","7002_A2434","sll1534"
"A2435",114.123552463527,99.3846522698327,107.231703818136,89.4044696901717,1.27648598396722,1.14830157229586,1.06427062519756,1.1116295708061,0.926821534407291,1.19939980841834,"7002_A2435","cyan0575",2,"","putative secretin, CsgG family","","","Omp secretin","","","","","","","1.B.48","","",2,"Sec Bam","LepB","OM","7002_A2435","sll1835"
"A2436",21.5327457478352,15.1443279649269,17.1570726109017,16.4212291267662,1.31127491015501,1.4218356732437,1.25503611461976,0.92224082911321,0.882687175625992,1.04481049977776,"7002_A2436","cyan0911",5,"","GCN5-related N-acetyltransferase","","","","","","","","M06","","","","pCC7120alpha",2,"","","cyt","7002_A2436","sll1469"
"A2437",64.5982372435057,39.7538609079331,50.3989007945238,57.4743019436818,1.12394992299001,1.62495505513566,1.2817390106755,0.691680621834908,0.78878428460195,0.87689452659919,"7002_A2437","cyan1969",11,"","urease beta subunit UreB","ureB","","Nitrogen assimilation from urea","","","","","","","","3.5.1.5","",2,"","","cyt","7002_A2437","sll0420"
"A2438",29.0692067595775,34.0747379210855,23.5909748399899,30.1055867324048,0.965575161114143,0.85310140394622,1.23221727617213,1.13184101754803,1.4443971964789,0.783607874833319,"7002_A2438","cyan2129",9,"","glucokinase Glck","glck","","Glycolysis and Gluconeogenesis","","","","","","","","2.7.1.2","",2,"","","cyt","7002_A2438","slr0329"
"A2439",52.7552270821963,46.3795043925886,23.5909748399899,20.0703911549365,2.62851016081072,1.13746853859496,2.23624616786794,2.3108420774939,1.96598507298516,1.17541181224998,"7002_A2439","cyan10952",1,"","hypothetical protein","","","","","","","","","","","","",1,"","","extra","7002_A2439",""
"A2440",25.8392948974023,29.3421354320458,19.3017066872644,14.5966481126811,1.77022112870926,0.880620804073518,1.33870518892775,2.0101968072077,1.52018346913365,1.32233828878123,"7002_A2440","cyan10953",1,"","hypothetical protein","","","","","","","","","","","","",1,"","","extra","7002_A2440",""
"A2441",16.1495593108764,24.6095329430062,20.3740237254458,31.0178772394473,0.520653273149783,0.6562318491894,0.792654388180902,0.793398360340041,1.20788771401451,0.656847777433811,"7002_A2441","cyan10954",1,"","transcriptional regulator TetR family","","","Regulation: transcription","","","","TetR","","","","","",1,"","","cyt","7002_A2441",""
"A2442",434.961464106271,244.202288434446,254.139138048982,228.072626760642,1.90711822932945,1.78115228524172,1.71150916559117,1.07072160260044,0.960899963339687,1.11429039801298,"7002_A2442","cyan1310",11,"","conserved hypothetical membrane protein","","","","","","","","","","","","",2,"Sec","","IM 7 TM","7002_A2442","sll1150"
"A2443",148.575945660063,145.764156662421,145.835117192665,160.563129239492,0.925342862734387,1.01928998913055,1.01879402245604,0.907830816158316,0.999513419458843,0.908272764011347,"7002_A2443","cyan3134",14,"","acetyl-CoA carboxylase carboxyltransferase alpha subunit AccA","accA","","Fatty Acid Biosynthesis FASII","","","","","","","","6.4.1.2","core",2,"","","cyt","7002_A2443","sll0728"
"A2444",153.959132097022,226.218398976095,245.560601743531,242.669274873323,0.634440153898307,0.680577410121671,0.626970006604807,0.932208657623362,0.921232467138044,1.01191468047085,"7002_A2444","cyan2519",11,"10418143","GTP cyclohydrolase I FolE","folE","","Pterin synth","","","","","","","","3.5.4.16","core",2,"","","cyt","7002_A2444","slr0426"
"A2445",72.134698255248,80.4542423136741,75.062192672695,66.5972070141075,1.08314900112804,0.896592848068969,0.960999082051703,1.20807231895823,1.07183442754585,1.12710721722601,"7002_A2445","cyan6981",5,"","NADH:flavin oxidoreductase / NADH oxidase family","","","","","FMN","","","","","","","",1,"","","cyt","7002_A2445",""
"A2446",41.9888542082787,55.8447093706679,60.049754138156,64.7726260000224,0.648249990794941,0.751885983139041,0.699234406716724,0.862165282146328,0.929973988605955,0.927085373042236,"7002_A2446","cyan2791",11,"","protein of unknown function with HAS barrel docking and DUF87 domains","","","","","ATP","","","","","","","core",2,"","","cyt","7002_A2446","sll0284"
"A2447",39.8355796334952,55.8447093706679,58.9774370999746,55.6497209295967,0.71582712308462,0.71332772759345,0.675437618049908,1.00350385298999,0.946882606580609,1.05979753563523,"7002_A2447","cyan0259",7,"","hypothetical protein","","","","","","","","","","","","",2,"Sec","","IM 1 TM","7002_A2447","slr1799"
"A2448",1116.47286702526,1010.88389165887,865.359849812355,1125.76648569053,0.991744630184498,1.10445212970316,1.29018334657813,0.897951666271898,1.16816592759425,0.768685034429281,"7002_A2448","cyan2423",7,"","hypothetical protein","","","","","","","","","","","","",2,"Sec","","IM 2 TM","7002_A2448","slr0483"
"A2449",251.933125249672,346.426502197703,356.00925667621,354.881007239559,0.709908730279293,0.72723398369186,0.707658917641022,0.97617650742253,0.973082850238292,1.0031792330771,"7002_A2449","cyan10955",1,"","glycosyltransferase","","","","","","","","","","","","",1,"Sec","","IM 1 TM","7002_A2449",""
"A2450",189.48816258095,205.394948024321,166.20914091811,322.950839493069,0.586739959798174,0.922555128077018,1.14005861250621,0.635994470077012,1.23576204587639,0.514657714403239,"7002_A2450","cyan2500",6,"","glycosyl transferase, RfaG","rfaG","rfbW","Polysacharide biosynthesis","","","","","","","","","",2,"","","cyt","7002_A2450","sll0380"
"A2451",208.867633754002,165.641087116388,149.052068307209,244.493855887408,0.854285818332331,1.26096512278527,1.40130651071214,0.677485683700236,1.11129680384567,0.609635230980399,"7002_A2451","cyan8385",3,"","polysaccharide biosynthesis export protein","","","Polysaccharide synth","","","","","","","","","",1,"Sec","","IM 12 TM","7002_A2451",""
"A2452",246.549938812713,174.159771596659,161.919872765385,212.563688140918,1.15988737760922,1.41565377901221,1.52266633243934,0.819329835306586,1.0755923199681,0.761747569312218,"7002_A2452","cyan0727",12,"","Fe-S oxidoreductase","","","","","FeS","","","","","","","core",2,"","","cyt","7002_A2452","sll1084"
"A2453",336.987470953621,200.662345535281,462.168643456165,159.65083873245,2.11077795537524,1.67937571971803,0.72914395150995,1.25688250139143,0.434175594507448,2.89487137759852,"7002_A2453","cyan10956",1,"","anti-anti-sigma factor","","","transcription","","","","","","","","","",1,"","","cyt","7002_A2453",""
"A2454",402.662345484519,256.507054905949,556.532542816124,222.598883718387,1.80891448671384,1.56979052927865,0.723519856443608,1.15232857695037,0.460902166849024,2.50015873179401,"7002_A2454","cyan8335",4,"","hypothetical protein","","","AA synth - Arg","","","","","","","","","",1,"","","cyt","7002_A2454",""
"A2455",7.53646101174233,10.4117254758872,12.8678044581763,13.6843576056385,0.550735462265104,0.72384361546952,0.585683520155889,0.760848684018398,0.809129910990492,0.940329449799982,"7002_A2455","cyan1225",14,"","endonuclease III Nth","nth","","DNA Repair: base excision","","","","","","","","4.2.99.18","core",2,"","","cyt","7002_A2455","slr1822"
"A2456",45.218766070454,67.2029553443631,57.9051200617933,72.9832405634055,0.619577395048242,0.672868712971667,0.780911360207852,0.920799827817721,1.1605701753601,0.793402973268735,"7002_A2456","cyan2321",14,"","glycyl-tRNA synthetase beta subunit GlyS","glyS","","Aminoacyl-tRNA biosynthesis","","","","","","","","6.1.1.14","core",2,"","","cyt","7002_A2456","slr0220"
"A2457",188.411525293558,128.726787701879,224.114260979904,374.039107887453,0.503721459388815,1.46365436951557,0.840694048070654,0.344153285010539,0.57438017169921,0.599173338439623,"7002_A2457","cyan0854",14,"","heat shock protein 60 family co-chaperone GroES","groES","","Heat shock","HrcA","","","","","","","","core",2,"","","cyt","7002_A2457","slr2075"
"A2458",199.177898167476,168.480648609812,208.029505407183,280.985476169111,0.708854780976653,1.18220044741611,0.957450231771777,0.599606253343897,0.809888233306322,0.740356790832778,"7002_A2458","cyan0855",14,"","heat shock protein 60 family chaperone GroEL1","groEL1","","Heat shock","HrcA","","","","","","","","core",2,"","","cyt","7002_A2458","slr2076"
"A2459",1077.71392467915,896.35491142411,767.778999337852,517.268717493136,2.08347013502407,1.20232946899003,1.40367726339037,1.73286124041708,1.16746474206399,1.48429428143031,"7002_A2459","cyan0405",3,"","conserved hypothetical protein","","","","","","","","","","","","",2,"Sec","","IM 3 TM","7002_A2459","slr0686"
"A2460",43.0654914956704,33.1282174232776,35.3864622599848,29.1932962253622,1.47518427392439,1.29996404410853,1.21700471720704,1.1347885201979,0.936183368088173,1.21214343138279,"7002_A2460","cyan1508",14,"","cytosol aminopeptidase PepA","pepA","lep","Proteolysis","","Zn","","","M17","","","3.4.11.1","core",2,"","","cyt","7002_A2460","sll2001"
"A2461",135.656298211362,113.582459736952,87.9299971308713,77.5446930986183,1.74939499778327,1.19434196552471,1.54277610187405,1.46473543447392,1.29173733018438,1.13392668946468,"7002_A2461","cyan10957",1,"","bifunctional diguanylate cyclase/phosphodiesterase with PAS sensory domain and extracellular solute-binding domain","","","c-di-GMP turnover","","","","","","","","","",1,"Sec","","IM 1 TM","7002_A2461",""
"A2462",1206.91039916616,1126.35939239144,1151.66849900678,1257.13631870466,0.960047356208555,1.07151448047475,1.0479668413324,0.895972358472649,0.978023965544628,0.916104707080171,"7002_A2462","cyan1051",7,"","large-conductive mechanosensitive channel MscL","mscL","","Transport","","","","","","","1.A.22.1","","",2,"Sec","","IM 2 TM","7002_A2462","slr0875"
"A2463",34.4523931965363,35.9677789167014,38.6034133745288,37.4039107887453,0.921090668596689,0.957868243027335,0.892470125951831,0.961604766941213,0.931725352049658,1.03206890831705,"7002_A2463","cyan1617",11,"22685083","Iron uptake permease CDF family","","","Iron homeostasis","","","","","","","2.A.4","","core",2,"Sec","","IM 4 TM","7002_A2463","sll1263"
"A2464",22.609383035227,17.9838894583507,20.3740237254458,20.0703911549365,1.12650435463317,1.25720206897338,1.10971614345326,0.896040805558857,0.882687175625992,1.0151283833068,"7002_A2464","cyan4317",10,"","protein of unknown function DUF255","","","Pyrimidine conversions","","","","","","","","","",1,"","","cyt","7002_A2464",""
"A2465",43.0654914956704,48.2725453882045,53.6158519090678,50.1759778873413,0.858289032101461,0.892132187133302,0.803223113356648,0.962064864915826,0.900340919138511,1.06855619295453,"7002_A2465","cyan10958",1,"","TonB family protein","","","","","","","","","","","","",1,"","","cyt","7002_A2465",""
"A2466",183.028338856599,156.175882138309,132.967312734488,124.983799464832,1.46441650550158,1.17193728218875,1.37649122248619,1.24956900659956,1.17454341917975,1.0638763848102,"7002_A2466","cyan2551",14,"","B12-dependent 5-methyltetrahydrofolate--homocysteine methyltransferase MetH","metH","","AA synth - Met","","B12","","","","","","2.1.1.13","core",2,"","","cyt","7002_A2466","slr0212"
"A2467",57.0617762317633,58.6842708640917,47.1819496799797,62.0357544788947,0.919820782564617,0.972352137831176,1.2093984377245,0.945974968097741,1.24378647474572,0.760560584397045,"7002_A2467","cyan3973",6,"","protein of unknown function DUF393","","","","","","","","","","","","",1,"","","cyt","7002_A2467",""
"A2468",97.9739931526502,92.7590087851772,79.3514608254204,91.2290507042569,1.07393415141695,1.05622078583818,1.23468417762593,1.01677051409731,1.16896409745064,0.869804741064984,"7002_A2468","cyan2962",9,"","asparaginyl-tRNA synthetase AsnC","asnC","","Aminoacyl-tRNA biosynthesis","","","","","","","","6.1.1.22","",2,"","","cyt","7002_A2468","sll0495"
"A2469",50.6019525074128,51.1121068816282,69.7006074817882,52.0005589014264,0.973104012272928,0.990018913221539,0.725990121687739,0.982914567870658,0.73330934590467,1.34038189116226,"7002_A2469","cyan4216",10,"","NADPH-dependent FMN reductase SsuE family","","","","","","","","","","","1.5.1.38 ","check",1,"","","cyt","7002_A2469",""
"A2470",13.9962847360929,19.8769304539665,22.5186578018085,20.0703911549365,0.697359838582437,0.704147190558785,0.621541694859311,0.990360890354527,0.882687175625992,1.12198400260225,"7002_A2470","cyan3829",6,"","protein of unknown function DUF790, endonuclease-like","","","","","","","","","","","","",1,"","","cyt","7002_A2470",""
"A2471",57.0617762317633,64.3633938509393,54.6881689472492,54.7374304225541,1.04246355357323,0.886556360963719,1.0434025737231,1.17585705711934,1.17691623416799,0.999100040412481,"7002_A2471","cyan10959",1,"","TPR repeat-containing protein","","","","","","","","","","","","",1,"","","cyt","7002_A2471",""
"A2472",46.2954033578457,26.5025739386221,25.7356089163526,34.6670392676176,1.33542997428944,1.74682668427083,1.79888509762166,0.764489108343845,1.02980170489699,0.742365355105249,"7002_A2472","cyan0084",14,"","ribonuclease HII RnhB","rnhB","","DNA replication","","","","","","","","3.1.26.4","core",2,"","","cyt","7002_A2472","slr1130"
"A2473",5.3831864369588,9.4652049780793,5.36158519090678,7.29832405634055,0.737592136962193,0.56873426929748,1.00402889169581,1.29690116594045,1.76537435125198,0.734632382656236,"7002_A2473","cyan3099",14,"","segregation and condensation protein ScpB","scpB","","","","","","","","","","","core",2,"","","cyt","7002_A2473","slr1577"
"A2474",30.1458440469693,40.700381405741,42.8926815272543,46.526815859171,0.647924073253063,0.7406771879223,0.702820224187067,0.874772551144148,0.948888713797941,0.921891617450963,"7002_A2474","cyan2204",14,"10629209","sulfoquinovosyldiacylglycerol biosynthesis protein SqdX","sqdX","","sulfolipid sulfoquinovosyldiacylglycerol synth","","","","","","GT4","","","core",2,"","","cyt","7002_A2474","slr0384"
"A2475",30.1458440469693,27.44909443643,33.2418281836221,27.3687152112771,1.10147092453021,1.09824548553996,0.906864805402667,1.00293690166062,0.825739615908186,1.21459220599164,"7002_A2475","cyan10960",1,"","hypothetical membrane protein","","","","","","","","","","","","",1,"Sec","","IM 3 TM","7002_A2475",""
"A2476",2124.20536802394,1337.43346340261,1697.47787144109,885.834082338334,2.39797204733496,1.58826994101051,1.25138913664929,1.50980131614736,0.787894490940952,1.91624809350331,"7002_A2476","cyan1817",14,"15694347","geranylgeranyl hydrogenase ChlP","chlP","","Chlorophyll Biosynthesis","","FAD","","","","","","1.3.1.83","core",2,"","","cyt","7002_A2476","sll1091"
"A2477",108.740366026568,70.9890373355948,89.0023141690526,78.4569836056609,1.38598708526849,1.53179096530788,1.22177009712382,0.904814766935199,0.797608893637944,1.13440907461335,"7002_A2477","cyan10961",1,"","diguanylate cyclase","","","Sensory transduction","","","","","","","","","",1,"Sec","","IM 1 TM","7002_A2477",""
"A2478",35.5290304839281,61.5238323575155,35.3864622599848,67.5094975211501,0.526281957183835,0.577484027286672,1.00402889169581,0.911335954444642,1.73862625502089,0.524170132489855,"7002_A2478","cyan8981",9,"","periplasmic divalent cation tolerance protein CutA","cutA","","Biogenesis of c-type cytochromes","","","","","","","","","pCC7120alpha",1,"","","cyt","7002_A2478",""
"A2479",148.575945660063,176.999333090083,155.485970536297,176.072067859216,0.843835978452084,0.839415285166334,0.955558531407046,1.00526639598286,1.13836208166938,0.883081413348429,"7002_A2479","cyan1046",14,"","phosphatidate cytidylyltransferase CdsA","cdsA","","Glycerolipid and Glycerophospholipid Metabolism","","","","","","","","2.7.7.41","core",2,"Sec","","IM 8 TM","7002_A2479","slr1369"
"A2480",749.339552024666,480.832412886429,308.827306996231,332.073744563495,2.2565456146184,1.55842146232695,2.42640315493154,1.44796877428077,1.5569621014514,0.92999615914284,"7002_A2480","cyan3110",11,"","protein of unknown function DUF1815","","","","","","","","","","","","core",2,"","","cyt","7002_A2480","slr1583"
"A2481",115.200189750918,101.277693265449,57.9051200617933,64.7726260000224,1.77853202602715,1.13746853859496,1.98946465576762,1.56358788457046,1.74902829244409,0.893975181147871,"7002_A2481","cyan2024",6,"","hypothetical protein","","","","","","","","","","","","",2,"Sec","","IM 4 TM","7002_A2481","sll0354"
"A2482",114.123552463527,98.4381317720248,56.8328030236119,57.4743019436818,1.98564486394901,1.15934293356794,2.00805778339162,1.7127329683531,1.73206540122836,0.988838508718235,"7002_A2482","cyan10962",1,"","hypothetical protein","","","","","","","","","","","","",1,"","","cyt","7002_A2482",""
"A2483",59.2150508065468,63.4168733531313,28.9525600308966,37.4039107887453,1.58312458665056,0.933742830189893,2.04524403863961,1.69546103644898,2.19037188025709,0.77405168123779,"7002_A2483","cyan10963",2,"","hypothetical protein","","","","","","","","","","","","",1,"Sec","","IM 2 TM","7002_A2483",""
"A2484",29.0692067595775,33.1282174232776,15.012438534539,27.3687152112771,1.06213267722556,0.877475729773255,1.93634143398478,1.21044108821109,2.20671793906498,0.548525512383323,"7002_A2484","cyan10964",1,"","hypothetical protein","","","","","","","","","","","","",1,"","","cyt","7002_A2484",""
"A2485",35.5290304839281,49.2190658860124,26.8079259545339,38.3162012957879,0.927258686466757,0.72185503410834,1.32531813703847,1.28454972626483,1.83598932530206,0.699649888244035,"7002_A2485","cyan3627",3,"","toxin-antitoxin system toxin PIN family","","","Toxin-antitoxin","","","","","","","","","pSYSG",2,"","","cyt","7002_A2485","slr8014"
"A2486",35.5290304839281,44.4864633969727,61.1220711763373,56.5620114366393,0.6281429811549,0.79864812284327,0.581279884665995,0.786507803860661,0.727829776393361,1.08062053706853,"7002_A2486","cyan10191",1,"","toxin-antitoxin system antidote CopG family","","","Toxin-antitoxin","","","","","","","","","pCC7120epsilon",1,"","","cyt","7002_A2486",""
"A2487",23.6860203226187,28.3956149342379,26.8079259545339,39.2284918028304,0.603796353978353,0.834143594969637,0.883545424692312,0.723851813548159,1.05922461075119,0.683378960610452,"7002_A2487","cyan0724",14,"","argininosuccinate lyase ArgH","argH","","Arg/Pro metabolism","","","","","","","","4.3.2.1","core",2,"","","cyt","7002_A2487","slr1133"
"A2488",77.5178846922068,84.2403243049058,87.9299971308713,91.2290507042569,0.849706141780446,0.920199267177945,0.881586343928028,0.923393630149602,0.958038519886747,0.963837686044982,"7002_A2488","cyan2516",14,"","carbamoyl phosphate synthase large subunit CarB","carB","","De Novo Pyrimidine Synthesis","","","","","","","","6.3.5.5","core",2,"","","cyt","7002_A2488","sll0370"
"A2489",7.53646101174233,12.3047664715031,8.57853630545086,10.9474860845108,0.68841932783138,0.61248305924344,0.878525280233833,1.12398101048172,1.43436666039224,0.783607874833319,"7002_A2489","cyan2626",14,"","alanine racemase Alr","alr","","AA synth: ILV","","","","","","","","5.1.1.1","core",2,"","","cyt","7002_A2489","slr0827"
"A2490",23.6860203226187,23.6630124451983,43.9649985654356,31.0178772394473,0.763624800619682,1.00097231396356,0.538747210178239,0.762883038788501,0.538223887576824,1.41740836183086,"7002_A2490","cyan0080a",10,"","transglutaminase-like superfamily protein","","","","","","","","","","","","",2,"","","cyt","7002_A2490","sll1049"
"A2491",11.8430101613094,6.62564348465551,7.5062192672695,14.5966481126811,0.811351350658412,1.78745056064922,1.57775968695056,0.453915408079158,0.882687175625992,0.514242667859365,"7002_A2491","cyan1164",10,"","HD domain-containing protein","","","Cofactor NAD synth","","","","","","","","","",2,"","","cyt","7002_A2491","slr1885"
"A2492",107.663728739176,6.62564348465551,1600.96933800477,7.29832405634055,14.7518427392439,16.2495505513566,0.0672490885261761,0.907830816158316,0.00413851991251302,219.361229461152,"7002_A2492","cyan0158",7,"","phosphate starvation-inducible membrane protein, PsiE family","","","Phosphate homeostasis","","","","","","","","","",2,"Sec","","IM 4 TM","7002_A2492","sll0218"
