Locus tag,Ortholog group,Genome count calc,Reference (PMID),Curated Product Descriptor,Gene,Gene Aliases,Functional role,regulon,cofactor,substrate,Regulator family,Merops family,CAZY,TC family,E.C.,evolution,Genome count calc,Loc Sys,Loc Cleave,protein localization,7002,6803
7002_A2509,cyan1353,11,,S layer domain-containing lipoprotein,,,,,,,,,,,,core,2,Sec,LspA,LP -IM,7002_A2509,slr2000
7002_A2510,cyan0378,7,19684140,flotillin family protein YqiK,yqiK,,,,,,,,,,,,2,Sec,,IM 1 TM,7002_A2510,sll1021
7002_A2511,cyan2545,11,18003670,ferredoxin-thioredoxin reductase alpha subunit FtrV,ftrV,,Fd/Trx System,,,,,,,,1.8.7.2,core,2,,,cyt,7002_A2511,ssr0330
7002_A2512,cyan3924,3,,chaperone DnaJ domain-containing protein,dnaJ,,Chaperone,,,,,,,,,,1,,,cyt,7002_A2512,
7002_A2513,cyan2848,11,,hydrantoinase/oxoprolinase family protein,,hyuA,Glutathione biosynthesis,,,,,,,,,core,2,,,cyt,7002_A2513,slr0697
7002_A2514,cyan7846,2,,pentapeptide repeat-containing protein,,,rfr,,,,,,,,,,1,,,extra,7002_A2514,
7002_A2515,cyan7970,5,,protein of unknown function UPF0027,,,,,,,,,,,,,1,,,cyt,7002_A2515,
7002_A2516,cyan0798,14,,acetylglutamate kinase ArgB,argB,,Arg/Pro metabolism,,,,,,,,2.7.2.8,core,2,,,cyt,7002_A2516,slr1898
7002_A2517,cyan0241,14,,shikimate kinase AroK,aroK,,Chorismate synthesis from D-erythrose 4-phosphate,,,,,,,,2.7.1.71,core,2,,,cyt,7002_A2517,sll1669
7002_A2518,cyan4298,5,,membrane protein of unknown function DUF1049,,,,,,,,,,,,,1,Sec,,IM 2 TM,7002_A2518,
7002_A2519,cyan1732,8,,bifunctional sterol desaturase/short chain dehydrogenase,,,,,,,,,,,,,2,Sec,,IM 3 TM,7002_A2519,sll1376
7002_A2520,cyan2317,6,,hypothetical protein,,,,,,,,,,,,,2,Sec,,IM 2 TM,7002_A2520,ssr0349
7002_A2521,cyan0525,14,,protein of unknown function DUF561 Ycf23,ycf23,,,,,,,,,,,core,2,,,cyt,7002_A2521,slr2032
7002_A2522,cyan0660,11,,2Fe-2S ferredoxin Fdx,fdx,,Prosthetic group FeS synth (ISC),,,,,,,,,,2,,,cyt,7002_A2522,sll1584
7002_A2523,cyan0568,11,,two component signal transduction system response regulator LuxR family,,,Sensory transduction,,,,LuxR RR,,,,,core,2,,,cyt-IM assoc,7002_A2523,slr1909
7002_A2525,cyan2520,14,,nicotinamide-nucleotide amidase PncC,pncC,,Cofactor NAD synth,,,,,,,,3.5.1.42,core,2,,,cyt,7002_A2525,slr0427
7002_A2526,cyan0841,10,,hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A2526,sml0012
7002_A2527,cyan0840,14,,3-dehydroquinate dehydratase II AroQ,aroQ,,Chorismate synthesis from D-erythrose 4-phosphate,,,,,,,,4.2.1.10,core,2,,,cyt,7002_A2527,sll1112
7002_A2528,cyan4145,5,,conserved hypothetical protein,,,,,,,,,,,,,1,Sec,LepB,peri,7002_A2528,
7002_A2529,cyan2674,14,,imidazole glycerol phosphate synthase amidotransferase subunit HisH,hisH,,AA synth: Aromatic (his),,,,,C26,,,2.4.2.-,core,2,,,cyt,7002_A2529,slr0084
7002_A2530,cyan2584,6,,aspartate 1-decarboxylase PanD,panD,,Cofactor pantothenate (B5) synth | AA biosynthesis:ala,,,,,,,,4.1.1.11,,2,,,cyt,7002_A2530,sll0892
7002_A2531,cyan10968,1,,T5SS autotransporter,,,Omp T5SS secretion system:probable adhesin,,,,,,,1.B.12,,,1,Sec Bam,LepB,OM | extra,7002_A2531,
7002_A2532,cyan10969,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2532,
7002_A2533,cyan1943,14,,photosystem II reaction center protein Psb27,psb27,psbZ,Photosystem II: assembly,,,,,,,,,core,2,Sec,LspA,LP - TM,7002_A2533,slr1645
7002_A2534,cyan2908b,2,,positive phototaxis protein two component signal transduction system response regulator PixG,pixG,,Sensory tranduction: phototaxis,,,,,,,,,,1,,,cyt-IM associ,7002_A2534,
7002_A2535,cyan4092,10,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2535,
7002_A2536,cyan1787,14,,aspartyl/glutamyl-tRNA amidotransferase subunit B GatB,gatB,,Aminoacyl-tRNA biosynthesis,,,,,,,,6.3.5.6 6.3.5.7,core,2,,,cyt,7002_A2536,sll1435
7002_A2537,cyan2745,14,,chorismate mutase II AroH,aroH,,AA synth:Phe & Tyr,,,,,,,,5.4.99.5,core,2,,,cyt,7002_A2537,sll0109
7002_A2538,cyan2310,14,,signal peptide peptidase SppA2,sppA2,,Proteolysis,,,,,S49,,,3.4.21.-,core,2,,,cyt,7002_A2538,slr0021
7002_A2539,cyan2023,14,,putative queuosine uptake system DMT superfamily,,,Transport:queosine?,,,,,,,2.A.7,,core,2,Sec,,IM 10 TM,7002_A2539,sll0355
7002_A2540,cyan0657,14,,phospholipase/carboxylesterase family protein,,,,,,,,S09,,,,core,2,,,cyt,7002_A2540,sll1284
7002_A2541,cyan1406,14,,proton-translocating NADH-quinone dehydrogenase subunit H NdhH,ndhH,,CO2 fixation: Respiratory Complex I,,,,,,,,1.6.5.3,core,2,,,cyt-TM assoc,7002_A2541,slr0261
7002_A2542,cyan1944,5,,"ribonuclease III, Rnc",rnc,,,,,,,,,,3.1.26.3,,2,,,cyt,7002_A2542,slr1646
7002_A2543,cyan0585,14,,ABC1 family kinase-like protein,,,Signal transduction,,,,,,,,,core,2,Sec,,IM 1 TM,7002_A2543,slr1919
7002_A2544,cyan3233,8,,hypothetical protein,,,,,,,,,,,,check,2,Sec,,IM 3 TM,7002_A2544,slr0588
7002_A2545,cyan1186,7,,dolichyl-phosphate-mannose-protein mannosyltransferase family protein,,,,,,,,,,,,,2,Sec,,IM 11 TM,7002_A2545,sll2003
7002_A2546,cyan1329,14,,DNA topoisomerase I TopA,topA,,DNA Repair,,,,,,,,5.99.1.2,core,2,,,cyt,7002_A2546,slr2058
7002_A2547,cyan0150,14,,proton-translocating NADH-quinone dehydrogenase subunit B NdhB,ndhB,,CO2 fixation: Respiratory Complex I,,,,,,,3.D.1.8,1.6.5.3,core,2,Sec,,TM 14 TM,7002_A2547,sll0223
7002_A2548,cyan4824,4,,2Fe-2S ferredoxin PetF,petF,petF2,photosynthetic electron Transport,,2Fe-2S,,,,,,,,1,Sec,,TM 1 TM,7002_A2548,
7002_A2549,cyan1469,14,,adenine phosphoribosyltransferase Apt,apt,,Purine conversions,,,,,,,,2.4.2.7,core,2,,,cyt,7002_A2549,sll1430
7002_A2550,cyan2274,11,,ABC-type oligopeptide uptake system permease component OppB,oppB,,Transport|uptake:dipeptides,,,,,,,3.A.1.5,,core,2,Sec,,IM 6 TM,7002_A2550,sll0312
7002_A2551,cyan2792,5,,hypothetical protein,,,,,,,,,,,,,2,Sec,,IM 4 TM,7002_A2551,sll0283
7002_A2552,cyan0830,14,,RND type transport system MFP component Rnd4a,rnd4a,,Transport,,,lipid?,,,,2.A.6.2,,core,2,Sec,,IM 1 TM,7002_A2552,slr1207
7002_A2553,cyan1277,14,,periplasmic TPR domain-containing protein,,,,SigF,,,,,,,,core,2,Sec,LepB,peri,7002_A2553,sll0837
7002_A2554,cyan0963,8,,ABC-type sugar transport system ATPase component,,,Transport|uptake:sugar,,ATP,,,,,3.A.1.1,,,2,,,cyt-IM assoc,7002_A2554,slr1224
7002_A2555,cyan2943,6,,"ATP adenylyltransferase, Apa2",apa2,,,,,,,,,,2.7.7.53,,2,,,cyt,7002_A2555,sll0509
7002_A2556,cyan3091,9,,M23 peptidase domain-containing protein,,,Proteolysis,,,,,M23,,,,,2,Sec,LepB,extra,7002_A2556,sll1488
7002_A2557,cyan2471,11,16162503,transporter folate-biopterin family,,,Transport:folate,,,,,,,2.A.71,,core,2,Sec,,IM 12 TM,7002_A2557,slr0642
7002_A2558,cyan5720,4,,"transaldolase, TalC",talC,,Cofactor folate synth,,,,,,,,2.2.1.2,,1,,,cyt,7002_A2558,
7002_A2559,cyan0708,14,,malonyl CoA-acyl carrier protein transacylase FabD,fabD,,Fatty Acid Biosynthesis FASII,,,,,,,,2.3.1.39,core,2,,,cyt,7002_A2559,slr2023
7002_A2560,cyan0076,14,,phosphoglycerate mutase GpmB,gpmB,,Glycolysis and Gluconeogenesis | Entner-Doudoroff Pathway,,,,,,,,5.4.2.1,core,2,,,cyt,7002_A2560,slr1124
7002_A2561,cyan0180,10,,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase FolK,folK,,Cofactor folate synth from GTP,,,,,,,,2.7.6.3,,2,,,cyt,7002_A2561,slr1093
7002_A2562,cyan10970,1,,TPR repeat-containing protein,,,,,,,,,,,,,1,Sec,LepB,peri,7002_A2562,
7002_A2563,cyan4070,5,,metallothionein SmtA,smtA,,Zinc homeostasis,SmtB Zur,,,,,,,,,1,,,cyt,7002_A2563,
7002_A2564,cyan2825a,8,,Zn(II)-responsive transcriptional repressor of zinc resistance SmtB,smtB,,Zinc homeostasis,SmtB,,,ArsR,,,,,pCC7120beta,2,,,cyt,7002_A2564,sll0792
7002_A2565,cyan0007,13,,"GDP-mannose 4,6-dehydratase Gmd",gmd,,,,,,,,,,4.2.1.47,core,2,,,cyt,7002_A2565,sll1212
7002_A2566,cyan1893,11,16135226 11731493,ABC-type netural amino acid transport system permease protein NatD,natD,,Transport|uptake- neutral aa,,,,,,,3.A.1.4,,core,2,Sec,,IM 8 TM,7002_A2566,slr0949
7002_A2567,cyan2238,12,,protein of unknown function DUF751 YCF33,ycf33,,Photorespiration (oxidative C2 cycle),,,,,,,,,,2,Sec,,IM 2 TM,7002_A2567,ssl1417
7002_A2568,cyan4926,8,,FIG00560029: hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2568,
7002_A2569,cyan0974,12,,succinate dehydrogenase flavoprotein subunit SdhA,sdhA,,TCA Cycle,,FAD,,,,,,1.3.99.1,core,2,,,cyt,7002_A2569,slr1233
7002_A2570,cyan2917,12,15775978,light-dependent circadian clock protein complex redox sensing component LdpA,ldpA,,Sensory transduction: Circadian Clock,,4Fe-4S,,,,,,,core,2,,,cyt,7002_A2570,sll0031
7002_A2571,cyan0415,11,,ATPase like protein Ycf45,ycf45,,,,ATP,,,,,,,core,2,,,cyt,7002_A2571,slr0692
7002_A2572,cyan2760,3,,hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A2572,slr0108
7002_A2573,cyan8718,5,,alpha-2-macroglobulin-like protein,,,,,,,,,,,,,1,Sec Bam,LepB,OM,7002_A2573,
7002_A2574,cyan10971,1,,small-conductance mechanosensitive channel,,,Transport,,,,,,,,,,1,Sec,,IM 3 TM,7002_A2574,
7002_A2575,cyan10972,1,,"two component signal transduction system, histidine kinase with GAF domain",,,Sensory transduction,,,,,,,,2.7.13.3,,1,,,cyt-IM assoc,7002_A2575,
7002_A2576,cyan4199,10,,hypothetical protein,,,,,,,,,,,,check,1,,,cyt,7002_A2576,
7002_A2577,cyan1880,9,,periplasmic processing peptidase PqqE,pqqE,,Proteolysis,,,,,M16,,,3.4.99.-,,2,Sec,LepB,peri,7002_A2577,sll0915
7002_A2578,cyan10973,1,,putative outer membrane or lipoprotein,,,Omp,,,,,,,,,,1,Sec Bam,LepB,OM | extra,7002_A2578,
7002_A2579,cyan10974,1,,hypothetical protein,,,,,,,,,,,,,1,Sec Bam,LepB,OM,7002_A2579,
7002_A2580,cyan10975,1,,mechanosensitive ion channel family protein,,,Transport|export:potassium,,,,,,,,,,1,Sec,,IM 6 TM,7002_A2580,
7002_A2581,cyan1132,14,15358547,recombination and DNA strand exchange inhibitor protein MutS2,mutS2,,DNA Repair,,,,,,,,,core,2,,,cyt,7002_A2581,sll1772
7002_A2582,cyan0105,11,,phosphate starvation-inducible membrane protein PsiE family,,,Phosphate homeostasis,,,,,,,,,core,2,Sec,,IM 4 TM,7002_A2582,slr0732
7002_A2583,cyan1189,11,,conserved hypothetical periplasmic protein,,,,,,,,,,,,core,2,Sec,LepB,peri,7002_A2583,slr2144
7002_A2584,cyan3158,14,,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase MurG,murG,,Peptidoglycan biosynthesis,,,,,,,,2.4.1.227,core,2,,,cyt-IM assoc,7002_A2584,slr1656
7002_A2585,cyan7355,2,,"serine/threonine protein phosphatase, PrpJ2",prpJ2,,Regulation:signal relay,,,,,,,,,,1,Sec,,IM 1 TM,7002_A2585,
7002_A2586,cyan1875,8,,"membrane-bound serine protease, NfeD family",,,,,,,,,,,,,2,Sec,,IM 3 TM,7002_A2586,slr0935
7002_A2587,cyan10976,1,,bifunctional diguanylate cyclase/phosphodiesterase with PAS sensory domain,,,c-di-GMP turnover,,,,,,,,,,1,Sec,,IM 2 TM,7002_A2587,
7002_A2589,cyan2639,14,,ferrochelatase protoheme ferro-lyase HemH,hemH,hemH1,Prosthetic group heme synth,,,,,,,,4.99.1.1,core,2,,,cyt,7002_A2589,slr0839
7002_A2590,cyan0832,4,,short chain dehydrogenase,,,,,,,,,,,,,2,,,cyt,7002_A2590,slr1208
7002_A2591,cyan1781,9,,pyridoxamine 5'-phosphate oxidase PdxH,pdxH,,Cofactor pyridoxin (B6) synth,,FMN,,,,,,1.4.3.5,,2,,,cyt,7002_A2591,sll1440
7002_A2592,cyan2568,9,,"molybdenum cofactor biosynthesis protein, MoaD",moaD,,Cofactor molybdopterin synth,,,,,,,,,core,2,,,cyt,7002_A2592,ssr1527
7002_A2593,cyan8342,5,,DnaJ domain-containing protein,,,Chaperone,,,,,,,,,,1,,,cyt,7002_A2593,
7002_A2594,cyan10977,1,,putative P-like pilus pilin protein,,,"pilus, P-type",,,,,,,,,,1,,,extra,7002_A2594,
7002_A2595,cyan10978,1,,putative P-like pilus pilin protein,,,"pilus, P-type",,,,,,,,,,1,,,extra,7002_A2595,
7002_A2596,cyan8002,2,,"putative P pilus periplasmic chaperone, PapD-like",,,"pilus, P-type",,,,,,,,,,1,Sec,LepB,peri,7002_A2596,
7002_A2597,cyan8003,2,,"P pilus usher protein, PapC-like",,,Usher:P-type Pilus,,,,,,,,,,1,Sec Bam,LepB,OM,7002_A2597,
7002_A2598,cyan0636,6,,chemotaxis signal transduction system histidine kinase CheA,cheA,taxAY2,Sensory transduction - chemotaxis,,,,RR,,,,2.7.13.3,,2,,,cyt,7002_A2598,sll1296
7002_A2599,cyan4346,6,,chemotaxis signal transduction system methyl-accepting receptor,,taxD2,Sensory transduction - chemotaxis,,,,,,,,,,2,Sec,,IM 2 TM,7002_A2599,sll1294
7002_A2600,cyan0638,6,,chemotaxis adaptor protein CheW,cheW,taxW2,Sensory transduction - chemotaxis,,,,,,,,,,2,,,cyt,7002_A2600,sll1293
7002_A2601,cyan0639,6,,chemotaxis signal transduction system response regulator CheY,cheY,taxY2,Sensory transduction - chemotaxis,,,,RR,,,,,,2,,,cyt-IM assoc,7002_A2601,sll1292
7002_A2602,cyan0640,6,,chemotaxis signal transduction system response regulator PatA,patA,taxP2,Sensory transduction - chemotaxis,,,,RR,,,,,,2,,,cyt-IM assoc,7002_A2602,sll1291
7002_A2603,cyan2763,8,,ABC1 family kinase-like protein,,aarF,Signal transduction,,,,,,,,,,2,Sec,,IM 2 TM,7002_A2603,sll0095
7002_A2604,cyan0065,12,,prepilin peptidase PilD,pilD,hofD,Proteolysis,,,,,A24,,,3.4.23.43,core,2,Sec,,IM 6 TM,7002_A2604,slr1120
7002_A2605,cyan10979,7,,putative outer membrane protein with SLH domain,,,Omp porin,,,,,,,,,,1,Sec Bam,LepB,OM,7002_A2605,
7002_A2606,cyan0198,9,19684140,prohibitin family protein,,,FtsH modulation,,,,,,,,,,2,Sec,,TM 1 TM,7002_A2606,slr1106
7002_A2607,cyan1249,8,14657372,"pheophorbide a oxygenase, PaO",paO,,Chlorophyll Degradation,,FeS,,,,,,1.14.-.-,,2,Sec,,IM 2 TM,7002_A2607,slr1747
7002_A2608,cyan10980,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,LepB,peri,7002_A2608,
7002_A2609,cyan2065,2,,serine-type D-alanyl-D-alanine carboxypeptidase DacD,dacD,pbp7 ampH,Peptidoglycan biosynthesis,,,,,S12,,,3.4.16.4,,2,Sec,LepB,peri,7002_A2609,slr1924
7002_A2610,cyan2106,14,,P-type copper uptake ATPase CtaA,ctaA,,Transport,,Cu ATP,,,,,3.A.3.5,3.6.3.4,core,2,Sec,,IM 6 TM,7002_A2610,slr1950
7002_A2611,cyan10981,2,,Ser/Thr protein kinase,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A2611,
7002_A2612,cyan0890,6,,"carboxysome major structural protein, CcmK3",ccmK3,,"CO2 uptake, carboxysome",,,,,,,,,,2,,,CS,7002_A2612,slr1838
7002_A2613,cyan0891,6,,"carboxysome major structural protein, CcmK4",ccmK4,,"CO2 uptake, carboxysome",,,,,,,,,,2,,,CS,7002_A2613,slr1839
7002_A2614,cyan2511,14,,gamma-glutamyl phosphate reductase ProA,proA,,Arg/Pro metabolism,,,,,,,,1.2.1.41,core,2,,,cyt,7002_A2614,sll0373
7002_A2615,cyan10982,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,LepB,peri,7002_A2615,
7002_A2616,cyan10983,1,,cell adhesion protein,,,,,Zn,,,,,,,,1,,,extra,7002_A2616,
7002_A2617,cyan0442,10,,hypothetical protein,,,,,,,,,,,,,2,Sec,,IM 3 TM,7002_A2617,slr1603
7002_A2618,cyan2096,6,,TspO/MBR family protein,,,,,,,,,,,,,2,Sec,,IM 5 TM,7002_A2618,sll1845
7002_A2619,cyan1707,9,,thylakoid lumen protein,,,,,,,,,,,,,2,Sec,LepB,TL/C-anch,7002_A2619,sll1390
7002_A2620,cyan3156a,14,,photosystem I reaction center subunit XI PsaL,psaL,,Photosystem I,,,,,,,,,core,2,Sec,,TM 2 TM,7002_A2620,slr1655
7002_A2621,cyan3157,11,,photosystem I reaction center subunit VIII PsaI,psaI,,Photosystem I,,,,,,,,,core,2,Sec,,TM 1 TM,7002_A2621,smr0004
7002_A2622,cyan2366,11,,phosphohistidine phosphatase SixA,sixA,,,,,,,,,,,core,2,,,cyt,7002_A2622,sll0400
7002_A2623,cyan2365,14,,citrate synthase GltA,gltA,,TCA Cycle,,,,,,,,2.3.3.1,core,2,,,cyt,7002_A2623,sll0401
7002_A2624,cyan10984,1,,hypothetical lipoprotein,,,,,,,,,,,,,1,Sec,LspA,LP IM,7002_A2624,
7002_A2625,cyan1490,14,16585762 22056937,NAD kinase (phosphorylating) PpnK,ppnK,nadF nadK,Cofactor NAD synth | Redox homeostasis,,,,,,,,2.7.1.23,core,2,,,cyt,7002_A2625,sll1415
7002_A2626,cyan2535,6,12731893,outer membrane pentapepdie repeat protein RfrB,rfrB,,,,,,,,,,,,2,Sec Bam,LepB,OM | extra,7002_A2626,sll0183
7002_A2627,cyan0468,11,,DNA double-strand break repair ATPase sbcC,sbcC,,DNA repair,,,,,,,,,core,2,,,cyt,7002_A2627,slr1048
7002_A2628,cyan10985,1,,"RND type export system, permease component, hydrophobe/amphiphile (HAE1) family, Rnd2b",rnd2b,,Transport RND|export,,,,,,,2.A.6,,,1,Sec,,IM 12 TM,7002_A2628,
7002_A2629,cyan10986,1,,ferredoxin-sulfite reductase Sir,sir,,Inorganic Sulfur Assimilation,,4Fe-4S,,,,,,1.8.7.1,,1,,,cyt,7002_A2629,
7002_A2630,cyan10987,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2630,
7002_A2631,cyan1771,11,,intramembrane C-terminal tripeptide endopeptidase M79 family,,,Proteolysis - membrane,,,,,M79,,,,core,2,Sec,,IM 4 TM,7002_A2631,slr1288
7002_A2632,cyan1770,14,,protein of unknown function DUF3326,,,,,,,,,,,,core,2,,,cyt,7002_A2632,slr1287
7002_A2633,cyan2975,14,,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase GlmU,glmU,,Competence | twitching motility,,,,,,,,2.3.1.157 2.7.7.23,core,2,,,cyt,7002_A2633,sll0899
7002_A2634,cyan3225,11,,type IV pilus biogenesis protein PilI,pilI,,T2bSS secretion: type IVa pili,,,,,,,,,core,2,Sec,,IM 6 TM,7002_A2634,sll1107
7002_A2635,cyan2371,9,,transcriptional regulator Xre family,,,Regulation: transcription,,,,Xre,,,,,,2,,,cyt,7002_A2635,sll0072
7002_A2636,cyan10988,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A2636,
7002_A2637,cyan1882,14,,polyketide cyclase / dehydrase family enzyme,,,Lipid binding?,,,,,,,,,core,2,,,cyt,7002_A2637,slr0941
7002_A2638,cyan2064,11,18715956,putative 38-divinyl(proto)chlorophyll(ide) CvrA,cvrA,,Chlorophyll Biosynthesis,,,,,,,,,core,2,,,cyt,7002_A2638,slr1923
7002_A2639,cyan10989,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2639,
7002_A2640,cyan8440,2,,toxin-antitoxin system toxin RelE family,,,Toxin-antitoxin,,,,,,,,,,1,,,cyt,7002_A2640,
7002_A2641,cyan10990,2,,"toxin-antitoxin system antidote, Phd family",,,Toxin-antitoxin,,,,,,,,,,1,,,cyt,7002_A2641,
7002_A2642,cyan2352,13,,O-succinylbenzoate synthase MenC,menC,,Cofactor vitamin K synth,,,,,,,,4.2.1.113,check,2,,,cyt,7002_A2642,sll0409
7002_A2643,cyan5349,9,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2643,
7002_A2644,cyan10991,1,,"two component signal transduction system, histidine kinase with 3 PAS domains",,,Sensory transduction,,,,,,,,2.7.13.3,,1,,,cyt-IM assoc,7002_A2644,
7002_A2645,cyan0072,12,,hypothetical protein,,,,,,,,,,,,core,2,,,cyt,7002_A2645,slr1122
7002_A2646,cyan1942,11,19843617,photosynthetic pigment/protein complex formation Pitt,pitT,,Chlorophyll biosynthesis | thylakoid membrane formation,,,,,,,,,core,2,Sec,,TM 1 TM,7002_A2646,slr1644
7002_A2647,cyan0010,12,,NAD-dependent DNA ligase LigA,ligA,,DNA replication,,,,,,,,6.5.1.2,core,2,,,cyt,7002_A2647,sll1209
7002_A2648,cyan1665c,8,,protochlorophillide reductase 57 kD subunit BchB,bchB,,Chlorophyll biosynthesis,,,,,,,,,,2,,,cyt,7002_A2648,ssr3304
7002_A2649,cyan0595,5,,hypothetical protein,,,,,,,,,,,,,2,Sec,,IM 3 TM,7002_A2649,sll0994
7002_A2650,cyan10992,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 2 TM,7002_A2650,
7002_A2651,cyan10993,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2651,
7002_A2652,cyan10994,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2652,
7002_A2653,cyan1967,14,,adenylosuccinate lyase PurB,purB,,De Novo Purine Biosynthesis,,,,,,,,4.3.2.2,core,2,,,cyt,7002_A2653,sll0421
7002_A2654,cyan3688,4,,diguanylate phosphodiesterase,,,Sensory transduction,,,,,,,,,,1,,,cyt,7002_A2654,
7002_A2655,cyan17587b,14,,GTP-dependent nickel-binding protein YjiA,yjiA,,Zinc homeostasis,Zur,,,,,,,,core,2,,,cyt,7002_A2655,slr0609
7002_A2656,cyan10995,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A2656,
7002_A2657,cyan10996,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2657,
7002_A2658,cyan4727,9,,Fe(II)-dependent oxygenase YbiX,ybiX,,,,,,,,,,,,1,,,cyt,7002_A2658,
7002_A2659,cyan4352,5,,conserved hypothetical lipoprotein,,,,,,,,,,,,,1,Sec,LspA,LP -IM,7002_A2659,
7002_A2660,cyan4351,5,,multicopper oxidase,,,Copper homeostasis,,Cu,,,,,,,,1,Sec,LepB,peri,7002_A2660,
7002_A2662,cyan0979,2,,"bacterioferritin-associated ferredoxin, Bfd",bfd,,Iron trafficking,,,,,,,,,,2,,,cyt,7002_A2662,ssl2250
7002_A2663,cyan0757,2,,"bacterioferritin, Bfr",bfr,,Iron trafficking,,Fe,,,,,,,,2,,,cyt,7002_A2663,slr1890
7002_A2664,cyan3017,2,,"bacterioferritin, Bfr",bfr,,Iron trafficking,,Fe,,,,,,,,2,,,cyt-TM assoc,7002_A2664,sll1341
7002_A2665,cyan1939,11,,phosphoribulokinase Prk,prk,,Calvin-Benson cycle,,,,,,,,2.7.1.19,core,2,,,cyt,7002_A2665,sll1525
7002_A2666,cyan10997,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2666,
7002_A2668,cyan1229,7,,"DNA photolyase, PhrA",phrA," phr, syn-cry, phrB",UV-A/blue light photoreceptor,,FO FAD,,,,,,4.1.99.3,,2,,,cyt,7002_A2668,sll1629
7002_A2669,,1,,two component signal transduction system hybrid histidine kinase/response regulator with GAF and PAS sensory domains,,,Sensory transduction (cryptochrome?),,,,,,,,,,1,,,cyt,7002_A2669,
7002_A2670,cyan2367,2,,alpha/beta hydrolase fold protein,,,Proteolysis,,,,,S33,,,,,2,,,cyt,7002_A2670,slr0440
7002_A2671,cyan2034,9,,FIG01158930: hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A2671,slr0147
7002_A2672,cyan2036,6,,phycobilisome protein,,,Phycobilisome,,,,,,,,,,2,,,cyt,7002_A2672,slr0149
7002_A2673,cyan10999,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2673,
7002_A2674,cyan11000,1,,V4R domain-containing protein,,,,,,,,,,,,,1,,,cyt,7002_A2674,
7002_A2675,cyan2035,9,,ferredoxin Fdx,fdx,,,,2Fe-2S,,,,,,,,2,,,cyt,7002_A2675,slr0148
7002_A2676,cyan11001,1,,"two component signal transduction system, response regulator",,,Sensory transduction,,,,,,,,,,1,,,cyt-IM assoc,7002_A2676,
7002_A2677,cyan11002,1,,ferredoxin,,,,,2Fe-2S,,,,,,,,1,,,cyt,7002_A2677,
7002_A2678,cyan4475,4,,conserved hypothetical lipoprotein,,,,,,,,,,,,,1,Sec,LspA,LP -IM,7002_A2678,
7002_A2679,cyan11003,1,,hypothetical protein,,,,,,,,,,,,,1,,,extra,7002_A2679,
7002_A2680,cyan11004,2,,hypothetical protein,,,,,,,,,,,,,1,,,extra,7002_A2680,
7002_A2681,cyan11005,2,,hypothetical protein,,,,,,,,,,,,,1,,,extra,7002_A2681,
7002_A2682,cyan6294,4,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2682,
7002_A2683,cyan6293,4,,protein of unknown function DUF1822,,,,,,,,,,,,,1,,,cyt,7002_A2683,
7002_A2684,cyan11006,2,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A2684,
7002_A2685,cyan11007,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,LepB,peri,7002_A2685,
7002_A2686,cyan11008,1,,TonB family protein,,,,,,,,,,,,,1,Sec,LepB,peri,7002_A2686,
7002_A2687,cyan11009,2,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A2687,
7002_A2688,cyan1715,13,,protein of unknown function DUF55,,,,,,,,,,,,,2,,,cyt,7002_A2688,slr1468
7002_A2689,cyan5390,4,,ABC-type transport system ATPase component,,,Transport,,,,,,,3.A.1,5.3.3.2,,1,,,cyt,7002_A2689,
7002_A2690,cyan11010,1,,"universal stress protein, UspA",uspA,,,,,,,,,,,,1,,,cyt,7002_A2690,
