Locus tag	Ortholog group	Genome count calc	Reference (PMID)	Curated Product Descriptor	Gene	Gene Aliases	Functional role	regulon	cofactor	substrate	Regulator family	Merops family	CAZY	TC family	E.C.	evolution	Genome count calc	Loc Sys	Loc Cleave	protein localization	7002	6803
7002_A2755	cyan11026	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 2 TM	7002_A2755	na
7002_A2756	cyan1643	7	2118597 7755550 8978669	delta 12 acyl-lipid desaturase DesA	desA	na	Fatty acid biosynthesis	na	na	na	na	na	na	na	1.14.19.6	na	2	Sec	na	IM 6 TM	7002_A2756	slr1350
7002_A2757	cyan1821a	14	na	conserved hypothetical membrane protein UPF0016 family	na	na	na	na	na	na	na	na	na	9.B.26	na	core	2	Sec	na	IM 3 TM	7002_A2757	slr1170
7002_A2758	cyan1821b	14	na	membrane protein of unknown function UPF0016	na	na	na	na	na	na	na	na	na	9.B.26	na	core	2	Sec	na	IM 2 TM	7002_A2758	ssr1558
7002_A2759	cyan3154	11	na	N-acyl-L-aminoacyl hydrolase Ama	ama	na	Protease:Arg/Pro metabolism	na	Zn	na	na	M20D	na	na	3.5.1.14	core	2	na	na	cyt	7002_A2759	slr1653
7002_A2760	cyan11027	3	na	"anti-ECFsigma factor, ChrR"	chrR	na	Regulation:signal relay	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2760	na
7002_A2761	cyan2752	9	na	von Willebrand factor type A domain-containing protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2761	sll0103
7002_A2762	cyan4901	10	na	S4 domain-containing protein	na	na	DNA repair	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2762	na
7002_A2763	cyan0627	9	na	dienelactone hydrolase family protein	na	na	na	na	na	na	na	S09	na	na	na	na	2	na	na	cyt	7002_A2763	sll1298
7002_A2764	cyan2111	11	na	M23 family aminopeptidase NlpD	nlpD	na	Proteolysis	na	na	na	na	M23	na	na	na	core	2	na	na	cyt	7002_A2764	slr0993
7002_A2765	cyan2110	14	na	tRNA (cytidine(34)-2'-O)-methyltransferase TrmL	trmL	na	RNA methylation	na	na	na	na	na	na	na	2.1.1.207	core	2	na	na	cyt	7002_A2765	slr0992
7002_A2766	cyan2109	14	na	glutamate-cysteine ligase GshA	gshA	na	Glutathione biosynthesis	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A2766	slr0990
7002_A2767	cyan11028	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2767	na
7002_A2768	cyan11029	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2768	na
7002_A2769	cyan2504	14	na	uroporphyrin-III C-methyltransferase CysG	cysG	cobA	"Cofactor B12 salvage: Cobalamin, Cobinamide, Cobyrinic acid"	na	na	na	na	na	na	na	2.1.1.107	core	2	na	na	cyt	7002_A2769	sll0378
7002_A2770	cyan1452	11	16453101	TPP-dependent 2-oxoglutarate decarboxylase Kgd	kgd	ilvB	TCA Cycle	na	TPP	na	na	na	na	na	5.5.1.4 2.2.1.6	core	2	na	na	cyt	7002_A2770	sll1981
7002_A2771	cyan2190	10	na	succinate-semialdehyde dehydrogenase (NADP+) YneI	yneI	gabD	TCA Cycle	na	na	na	na	na	na	na	1.2.1.16 1.2.1.24	check	2	na	na	cyt	7002_A2771	slr0370
7002_A2772	cyan3768	4	na	similar to phycobiliprotein lyase CpcS and CpcU	cpcSU	na	Phycobilisome	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2772	na
7002_A2772.1	cyan7093	3	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2772.1	na
7002_A2773	cyan2543	11	na	conserved hypothetical protein COG2187 family	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A2773	slr0207
7002_A2774	cyan0220	11	na	alanine dehydrogenase Ald	ald	na	Pyruvate Alanine Serine Interconversions	na	na	na	na	na	na	na	1.4.1.1	core	2	na	na	cyt	7002_A2774	sll1682
7002_A2775	cyan11030	1	na	"tyrosine recombinase, XerC"	xerC	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2775	na
7002_A2776	cyan11031	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 6 TM	7002_A2776	na
7002_A2777	cyan1226	11	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A2777	slr1732
7002_A2778	cyan11032	7	na	glutathione S-transferase Gst	gst	na	Glutathione: Non-redox reactions	na	na	na	na	na	na	na	2.5.1.18	na	2	na	na	cyt	7002_A2778	sll0067
7002_A2779	cyan0511	14	na	photosystem II reaction center protein PsbK	psbK	na	Photosystem II	na	na	na	na	na	na	na	na	core	2	Sec	na	TM 1 TM	7002_A2779	sml0005
7002_A2780	cyan2882	14	na	tRNA-guanine transglycosylase Tgt	tgt	na	tRNA modification: queuosine insertion	na	na	na	na	na	na	na	2.4.2.29	core	2	na	na	cyt	7002_A2780	slr0713
7002_A2781	cyan2462	8	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2781	sll0611
7002_A2782	cyan2463	14	na	adenosylcobinamide-GDP ribazoletransferase CobS	cobS	na	Cofactor B12 synth: lower pathway	na	na	na	na	na	na	na	2.7.8.26	core	2	Sec	na	IM 8 TM	7002_A2782	slr0636
7002_A2783	cyan0543	6	na	pre-peptidase C-terminal domain-containing protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A2783	sll1940
7002_A2789	cyan2729	14	na	ABC-type transport system permease and ATPase component	na	na	Transport	na	ATP	na	na	na	na	3.A.1.106	3.6.3.-	core	2	Sec	na	IM 6 TM	7002_A2789	slr0615
7002_A2790	cyan3211	11	na	anhydro-N-acetylmuramic acid kinase AnmK	anmK	na	Peptidoglycan turnover	na	na	na	na	na	na	na	2.7.1.-	na	2	na	na	cyt	7002_A2790	slr1179
7002_A2791	cyan0138	11	na	histone deacetylase family protein	na	na	Acetoin utilization	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A2791	slr0245
7002_A2792	cyan3191	3	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 4 TM	7002_A2792	sll0442
7002_A2793	cyan1464	14	na	signal recognition particle docking protein FtsY	ftsY	na	Cell division	na	na	na	na	na	na	3.A.5.1	na	core	2	na	na	cyt	7002_A2793	slr2102
7002_A2795	cyan1633	14	21141807	putative photosynthetic ETS energy balancing protein with S4 RNA binding domain YlmH	ylmH	na	Cell division?	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A2795	sll1252
7002_A2796	cyan1253	13	na	FAD-dependent deoxyribopyrimidine photolyase PhrA	phrA	phr	DNA repair	na	FAD	na	na	na	na	na	4.1.99.3	core	2	na	na	cyt	7002_A2796	slr0854
7002_A2797	cyan1444	14	na	acetolactate synthase catalytic subunit IlvB	ilvB	na	AA synth: ILV	na	TPP	na	na	na	na	na	2.2.1.6	core	2	na	na	cyt	7002_A2797	slr2088
7002_A2798	cyan0425	11	na	hypothetical cyanobacterial membrane protein in cluster with PxcA	na	na	DNA/RNA helicase?	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 1 TM	7002_A2798	sll1516
7002_A2799	cyan0426	11	9683474	light-induced Na+-dependent proton extrusion protein PcxA	pcxA	na	Transport|antiport:CO2:Na	na	na	na	na	na	na	9.B.73.1	na	core	2	Sec	na	IM 4 TM	7002_A2799	slr1596
7002_A2800	cyan11033	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2800	na
7002_A2801	cyan11034	1	19493340	"toxin-antitoxin system antidote, DNA-binding DUF433 family"	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2801	na
7002_A2802	cyan11035	1	na	toxin-antitoxin system toxin PIN family	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2802	na
7002_A2803	cyan11036	2	na	"type IV minor pilin protein, PilE"	pilE	na	Competence | twitching motility	na	na	na	na	na	na	na	na	na	2	na	na	surface structure	7002_A2803	na
7002_A2804	cyan1214	11	na	type IV pilin PilA	pilA	na	T2bSS secretion: Type IVb pili	SigF	na	na	na	na	na	na	na	core	2	T2SS	PilD	extra	7002_A2804	sll1694
7002_A2805	cyan11037	1	na	protein of unknown function DUF559	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2805	na
7002_A2806	cyan3228	14	na	argininosuccinate synthase ArgG	argG	na	Arg/Pro metabolism	na	na	na	na	na	na	na	6.3.4.5	core	2	na	na	cyt	7002_A2806	slr0585
7002_A2807	cyan2370	14	na	ribonuclease Z RnZ	rnz	ycf56	tRNA processing	na	na	na	na	na	na	na	3.1.26.11	core	2	na	na	cyt	7002_A2807	slr0050
7002_A2808	cyan1664	5	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2808	slr1964
7002_A2809	cyan7773	3	na	beta-carotene ketolase CrtW	crtW	na	Carotenoids	na	na	na	na	na	na	na	1.14.-.-	na	2	Sec	na	IM 4 TM	7002_A2809	na
7002_A2810	cyan1663	8	9398074	orange carotenoid binding protein alpha subunit OcpA	ocpA	na	Phycobilisome	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2810	slr1963
7002_A2811	cyan1269	9	na	"peptidase U62 modulator of DNA gyrase, TldD/PmbA family"	na	na	Proteolysis	na	Zn	na	na	U62	na	na	na	core	2	na	na	cyt	7002_A2811	slr0863
7002_A2812	cyan1307	14	na	pterin-4a-carbinolamine dehydratase PhhB	phhB	na	Pterin synth	na	na	na	na	na	na	na	4.2.1.96	core	2	na	na	cyt	7002_A2812	ssl2296
7002_A2813	cyan0893	7	na	Zinc-regulated outer membrane porin OprB family	na	na	Omp porin	na	na	na	na	na	na	1.B.23	na	na	2	Sec Bam	LepB	OM	7002_A2813	na
7002_A2814	cyan5122	5	na	3-hydroxyacid dehydrogenase	na	na	Photorespiration (oxidative C2 cycle)	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2814	na
7002_A2815	cyan11038	1	na	"two component signal transduction system, response regulator with diguanylate cyclase activity"	na	na	Sensory transduction	na	na	na	na	na	na	na	na	na	2	na	na	cyt-IM assoc	7002_A2815	na
7002_A2816	cyan1551	14	na	"bifunctional GTP pyrophosphokinase/ guanosine-3',5'-bisdiphosphate 3'-pyrophosphohydrolase"	na	na	na	na	na	na	na	na	na	na	2.7.6.5 3.1.7.2	core	2	na	na	cyt	7002_A2816	slr1325
7002_A2817	cyan4345	5	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2817	na
7002_A2818	cyan2243	14	15774880	two component signal transduction system histidine kinase controlling circadian rhythm SasA	sasA	na	Sensory transduction	na	na	na	na	na	na	na	2.7.13.3	core	2	na	na	cyt-IM assoc	7002_A2818	sll0750
7002_A2819	cyan3122	14	16510973	alpha-amylase AmyC	amyC	na	Glycogen metabolism	na	na	na	na	na	GH57	na	2.4.1.18	core	2	na	na	cyt	7002_A2819	sll0735
7002_A2820	cyan4339	6	na	conserved hypothetical membrane protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 4 TM	7002_A2820	na
7002_A2821	cyan4682	7	na	membrane protein of unknown function DUF360	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 4 TM	7002_A2821	na
7002_A2822^	cyan1157	11	16135226 11731493	ABC-type neutral amino acid uptake sytem ATPase component NatE	natE	na	Transport|uptake- neutral aa	na	ATP	na	na	na	na	3.A.1.4	na	core	2	na	na	cyt-IM assoc	7002_A2822^	slr1881
7002_A2824	cyan11039	1	na	protein of unknown function DUF1232	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A2824	na
7002_A2825	cyan11040	1	na	YgiT-type zinc finger domain	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2825	na
7002_A2826	cyan2966	14	na	phosphoribosylaminoimidazole carboxylase catalytic subunit PurE	purE	na	De Novo Purine Biosynthesis	na	na	na	na	na	na	na	4.1.1.21	core	2	na	na	cyt	7002_A2826	sll0901
7002_A2827	cyan4709	9	na	N-acetylglucosamine-6-phosphate deacetylase NagA	nagA	na	Sialic Acid Metabolism	na	na	na	na	M38	CE9	na	3.5.1.25	na	2	na	na	cyt	7002_A2827	na
7002_A2828	cyan11041	1	na	TPR repeat-containing protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2828	na
7002_A2829	cyan11042	1	na	putative lipoprotein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LspA	LP -IM	7002_A2829	na
7002_A2830	cyan1678	14	na	membrane PIN/TRAM domain protein YCF81	ycf81	na	Bacterial motility:Gliding	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 4 TM	7002_A2830	slr1972
7002_A2831	cyan0711	14	20194361	coproporphyrinogen III oxidase HemN-like	na	na	Prosthetic group heme synth	na	FeS	na	na	na	na	na	1.3.99.-	core	2	na	na	cyt	7002_A2831	sll1917
7002_A2832	cyan0006	13	na	GDP-fucose synthetase WcaG	wcaG	na	Carotenoid biosynthesis	na	na	na	na	na	na	na	1.1.1.271	core	2	na	na	cyt	7002_A2832	sll1213
7002_A2833	cyan11043	1	na	"fatty acid desaturase, DesE"	desE	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 2 TM	7002_A2833	na
7002_A2834	cyan0815	8	na	conserved hypothetical protein with C-terminal domain common to Mo-dependent nitrogenases	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2834	slr1194
7002_A2835	cyan11044	1	na	"two component signal transduction system, hybrid response regulator "	na	na	Sensory transduction	na	na	na	na	na	na	na	2.7.13.3	na	2	na	na	cyt-IM assoc	7002_A2835	na
7002_A2836	cyan5045	4	na	"tRNA pseudouridine32 synthase, RluA"	rluA	na	tRNA modification	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2836	na
7002_A2837	cyan11045	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 2 TM	7002_A2837	na
7002_A2838	cyan11046	1	na	"glycerophosphoryl diester phosphodiesterase, GlpQ"	glpQ	na	osmoprotection	na	na	na	na	na	na	na	3.1.4.46	na	2	na	na	cyt	7002_A2838	na
7002_A2839	cyan7360	5	na	ABC-type transport system ATPase component	na	na	Transport	na	ATP	na	na	na	na	3.A.1	3.6.3.-	na	2	na	na	cyt-IM assoc	7002_A2839	na
7002_A2840	DUF820	1	na	putative endonuclease DUF820 family	na	na	Genome evolution?	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2840	na
7002_A2841	cyan3119	6	na	"glucosylglycerol 3-phosphatase, GgpP"	ggpP	na	osmoprotection:glucosylglycerate synthesis	na	na	na	na	na	na	na	3.1.3.69	na	2	na	na	cyt	7002_A2841	slr0746
7002_A2842^	cyan1834	5	na	"glycerol kinase, GlpK"	glpK	na	Glycerol utilization	na	na	na	na	na	na	na	2.7.1.30	na	2	na	na	cyt	7002_A2842^	slr1672
7002_A2843	cyan11047	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2843	na
7002_A2844	cyan11048	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A2844	na
7002_A2845	cyan5043	10	na	glycoside-pentoside-hexuronide (GPH):cation symporter family	na	na	Sugar utilization	na	na	na	na	na	na	2.A.2	na	na	2	Sec	na	IM 12 TM	7002_A2845	na
7002_A2846	cyan0271	4	na	major facilitator superfamily permease	na	na	Transport	na	na	na	na	na	na	2.A.1	na	na	2	Sec	na	IM 12 TM	7002_A2846	sll1200
7002_A2847	cyan11049	1	na	PLAT repeat-containing protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A2847	na
7002_A2848	cyan11050	1	na	"sphingomyelin phosphodiesterase, Sph"	sph	na	na	na	na	na	na	na	na	na	3.1.4.12	na	2	na	na	extra	7002_A2848	na
7002_A2849	cyan1833	3	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2849	slr1670
7002_A2850	cyan11051	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2850	na
7002_A2851	cyan1831	3	na	"glucosylglycerol-phosphate synthase, GgpS"	ggpS	na	osmoprotection:glucosylglycerol synth	na	na	na	na	na	na	na	2.4.1.213	na	2	na	na	cyt	7002_A2851	sll1566
7002_A2852	cyan1830	3	na	"glycerol-3-phosphate dehydrogenase, GlpD"	glpD	na	osmoprotection:glucosylglycerol synth	na	FAD	na	na	na	na	na	1.1.5.3	na	2	na	na	cyt	7002_A2852	sll1085
7002_A2853	cyan0489	11	na	NAD+ dependent glycerol-3-phosphate dehydrogenase GpsA	gpsA	na	Glycerolipid and Glycerophospholipid Metabolism	na	na	na	na	na	na	na	1.1.1.94	core	2	na	na	cyt	7002_A2853	slr1755
7002_A2854	cyan2022	14	na	N-(5'-phosphoribosyl)anthranilate isomerase TrpF	trpF	na	AA synth: Trp	na	na	na	na	na	na	na	5.3.1.24	core	2	na	na	cyt	7002_A2854	sll0356
7002_A2855	cyan3769	7	na	"molybdopterin-guanine dinucleotide biosynthesis protein A, MobA"	mobA	na	Cofactor molybdopterin synth	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2855	na
7002_A2856	cyan0870	8	na	M41 family peptidase	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A2856	sll1738
7002_A2857	cyan11052	4	na	"phosphoribulokinase, Prk"	prk	na	Calvin-Benson cycle	na	na	na	na	na	na	na	2.7.1.19	na	2	na	na	cyt	7002_A2857	na
7002_A2858	cyan2359	11	na	glycolate oxidase FAD-binding subunit GlcD	glcD	na	Glycolate degradation	na	FeS	na	na	na	na	na	1.1.3.15	core	2	na	na	cyt	7002_A2858	sll0404
7002_A2859	cyan11053	1	na	outer membrane protein with vWA domain	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec Bam	LepB	OM	7002_A2859	na
7002_A2860	cyan11054	1	19493340	"toxin-antitoxin system antidote, DNA-binding DUF433 family"	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2860	na
7002_A2861	cyan11055	1	na	toxin-antitoxin system toxin PIN family	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A2861	na
7002_A2862	cyan1123	9	na	glycosyl hydrolase family 116	na	na	Sugar utilization	na	na	na	na	na	GH116	na	3.2.1.-	na	2	na	na	cyt	7002_A2862	sll1775
7002_A2863	cyan11056	1	na	diguanylate cyclase	na	na	Sensory transduction	na	na	na	na	na	na	na	2.7.7.65	na	2	Sec	na	IM 8 TM	7002_A2863	na
7002_A2864	na	1	na	ISSysp3 transposase TnpA_ISSysp3	tnpA_ISSysp3	na	Genome evolution - IS element	na	na	na	na	na	na	na	na	mobile - ISSysp3	2	na	na	cyt	7002_A2864	na
7002_A2865	cyan2177	14	na	conserved hypothetical protein CofD-related	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 2 TM	7002_A2865	sll0154
7002_A2866	cyan4402	9	na	hydroxyacylglutathione hydrolase	na	na	Pyruvate metabolism	na	na	na	na	na	na	na	3.1.2.6	na	2	na	na	cyt	7002_A2866	slr1259
7002_A2867	cyan11057	1	na	protein of unknown function DUF2892 with N-terminal rhodanase domain	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 2 TM	7002_A2867	na
7002_A2868	cyan11058	3	na	sulfoacetate export translocase	na	na	Transport	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 8 TM	7002_A2868	na
7002_A2869	cyan6613a	5	na	"two component signal transduction system, response regulator with diguanylate cyclase/phosphodiesterase activity"	na	na	Sensory transduction	na	na	na	na	na	na	na	na	na	2	na	na	cyt-IM assoc	7002_A2869	na
7002_A2870	cyan11059	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A2870	na
7002_A2872	cyan11060	1	na	von Willebrand factor type A domain-containing protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A2872	na
7002_A2873	cyan1905	14	na	cysteinyl-tRNA synthetase CysS	cysS	na	Aminoacyl-tRNA biosynthesis	na	na	na	na	na	na	na	6.1.1.16	core	2	na	na	cyt	7002_A2873	slr0958
7002_A2874	cyan0939	11	na	nitrate reductase associated protein NarM	narM	na	Nitrogen assimilation from nitrate	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A2874	sll1455
7002_B0001	cyan2994b	1	na	DNA primase	na	na	Plasmid partitioning	na	na	na	na	na	na	na	na	pAQ1	2	na	na	cyt	7002_B0001	na
7002_B0001.1	cyan9962	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	pAQ1	2	na	na	cyt	7002_B0001.1	na
7002_B0001.2	cyan9963	1	na	"transcriptional regulator, CopG family"	na	na	Regulation: transcription	na	na	na	na	na	na	na	na	pAQ1	2	na	na	cyt	7002_B0001.2	na
7002_B0001.3	cyan9964	1	na	hypothetical membrane protein	na	na	na	na	na	na	na	na	na	na	na	pAQ1	2	Sec	na	IM 1 TM	7002_B0001.3	na
7002_B0002	cyan9965	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	pAQ1	2	na	na	cyt	7002_B0002	na
7002_B0003	cyan9966	1	na	hypothetical protein	na	na	Plasmid partitioning	na	na	na	na	na	na	na	na	pAQ1	2	na	na	cyt	7002_B0003	na
7002_B0003.1	cyan9967	1	9679201	hypothetical protein	na	na	Plasmid partitioning	na	na	na	na	na	na	na	na	pAQ1	2	na	na	cyt	7002_B0003.1	na
7002_C0001	cyan5846	2	na	"plasmid partitioning ATPase protein, ParA"	parA	na	Plasmid functions	na	ATP	na	na	na	na	na	na	pAQ3 p880101	2	na	na	cyt	7002_C0001	na
7002_C0002	cyan5847	2	na	"plasmid partitioning protein, ParB"	parB	na	Plasmid functions	na	na	na	na	na	na	na	na	pAQ3 p880101	2	na	na	cyt	7002_C0002	na
7002_C0003	cyan9968	1	na	"type I restriction-modification system, DNA-methyltransferase subunit M, HsdM"	hsdM	na	Restriction-modification	na	na	na	na	na	na	na	2.1.1.72	pAQ3	2	na	na	cyt	7002_C0003	na
7002_C0004	cyan9969	1	na	"type I restriction-modification system, S subunit, HsdS"	hsdS	na	Restriction-modification	na	na	na	na	na	na	na	3.1.21.3	pAQ3	2	na	na	cyt	7002_C0004	na
7002_C0005	cyan9970	2	na	ATP-binding protein in restriction-modification system locus	na	na	Restriction-modification	na	ATP	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0005	na
7002_C0006	cyan5089	3	na	type I restriction-modification system restriction subunit HsdR family	na	na	Restriction-modification	na	na	na	na	na	na	na	3.1.21.3	pAQ3	2	na	na	cyt	7002_C0006	na
7002_C0007	cyan9971	1	na	abortive infection bacteriophage resistance protein	na	na	na	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0007	na
7002_C0008	cyan7957	2	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0008	na
7002_C0009	cyan9499	3	na	" type III restriction protein, res subunit"	na	na	Restriction-modification	na	na	na	na	na	na	na	na	pAQ3 pCC7120gamma	2	na	na	cyt	7002_C0009	na
7002_C0010	cyan9972	1	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0010	na
7002_C0010.1	cyan9973	1	na	hypothetical protein	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0010.1	na
7002_C0011	cyan9974	1	na	hypothetical protein	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0011	na
7002_C0012	cyan7499	2	na	toxin-antitoxin system toxin PIN family	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0012	na
7002_C0013	cyan7500	2	na	"toxin-antitoxin system antidote, Phd family"	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0013	na
7002_C0014	cyan9975	3	na	protein of unknown function DUF2283	na	na	Toxin antitoxin	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0014	na
7002_C0015	cyan9976	2	na	conserved hypothetical protein	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0015	na
7002_C0016	cyan9977a	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0016	na
7002_C0017	cyan9978	1	na	site-specific recombinase for integration and excision	na	na	na	na	na	na	na	na	na	na	na	pAQ3	2	na	na	cyt	7002_C0017	na
7002_D0001	cyan9979a	7	na	"plasmid partitioning protein, ParA"	parA	na	Plasmid functions	na	ATP	na	na	na	na	na	na	pAQ4	2	na	na	cyt	7002_D0001	sll6036
7002_D0002	cyan9980	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	pAQ4	2	na	na	cyt	7002_D0002	na
7002_D0002.1	cyan9981	1	na	toxin-antitoxin system antidote	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	pAQ4	2	na	na	cyt	7002_D0002.1	na
7002_D0003	cyan9982	1	na	toxin-antitoxin system toxin PIN family	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	pAQ4	2	na	na	cyt	7002_D0003	na
7002_D0004	na	1	na	ISSysp2 transposase TnpA_ISSysp2	tnpA_ISSysp2	na	Genome evolution - IS element	na	na	na	na	na	na	na	na	ISSysp2 in pAQ4	2	Sec	na	IM 2 TM	7002_D0004	na
7002_D0005	cyan1178	11	na	cobalt transporter NthT	nthT	na	Nitrogen assimilation - aliphatic nitriles	Cob ribosw	na	Co	na	na	na	2.A.99	na	core	2	Sec	na	IM 6 TM	7002_D0005	slr2135
7002_D0006	cyan9983	1	na	cobalt-containing nitrile hydratase activator NhlE	nhlE	na	Nitrogen assimilation - aliphatic nitriles	na	na	na	na	na	na	na	na	pAQ4	2	na	na	cyt	7002_D0006	na
7002_D0007	cyan9984	1	na	cobalt-containing nitrile hydratase subunit alpha NthA	nthA	na	Nitrogen assimilation - aliphatic nitriles	na	"Co, Zn"	na	na	na	na	na	4.2.1.84	pAQ4	2	na	na	cyt	7002_D0007	na
7002_D0008	cyan9985	1	na	cobalt-containing nitrile hydratase subunit beta NthB	nthB	na	Nitrogen assimilation - aliphatic nitriles	na	"Co, Zn"	na	na	na	na	na	4.2.1.84	pAQ4	2	na	na	cyt	7002_D0008	na
7002_D0009	cyan9986	1	na	membrane protein of unknown function DUF1097	na	na	Nitrogen assimilation - aliphatic nitriles	na	na	na	na	na	na	na	na	pAQ4	2	Sec	na	IM 3 TM	7002_D0009	na
7002_D0010	cyan4071a	6	19822009 22389488     20558748	dimeric metallochaperone	yciC	cobW	Nitrogen assimilation - aliphatic nitriles	Zur	na	"Co, Zn"	na	na	na	na	na	pAQ4	2	na	na	cyt	7002_D0010	na
7002_D0011	cyan9987	1	na	hypothetical protein	na	na	junk?	na	na	na	na	na	na	na	na	pAQ4	2	Sec	na	IM 1 TM	7002_D0011	na
